??醫藥病疫,6/10/2025,https://www.ettoday.net/news/20250821/3019679.htm,15cm活蟲從鼻子爬出！印尼4歲女體內驚見1kg蛔蟲　昏迷10天亡,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.epochtimes.com/gb/25/8/21/n14578580.htm,主持實境法庭節目成網紅 美最暖心法官去世,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.epochtimes.com/b5/25/8/21/n14578580.htm,以同情心斷案風靡網絡的美最暖心法官逝世,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.epochtimes.com/b5/25/8/20/n14577261.htm,結直腸癌年輕化趨勢明顯 美醫學會促更早篩檢,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.epochtimes.com/b5/25/8/20/n14577258.htm,鎂缺乏與憂鬱症關聯：精準營養助力情緒改善,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.ctwant.com/article/440169/,4歲女童結核性腦膜炎昏迷10天亡　「鼻孔爬出蟲」體內竟有1kg蛔蟲 | 國際 | CTWANT,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.cna.com.tw/video/news/4349481,棕熊小喬癌復發 人道方式安詳離世,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.chinatimes.com/realtimenews/20250821003800-260418,第2型糖尿病年輕化！16歲高中生不規律服藥 跑步昏倒送醫險喪命,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.chinatimes.com/cn/realtimenews/20250821003800-260418,第2型糖尿病年?化！16?高中生不?律服? 跑步昏倒送???命,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.chilling.tw/article/89318,「美國最暖法官」Frank Caprio 離世，全球網友致上最深悼念！,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.cdns.com.tw/articles/1272880,罹皮蛇1週內 長者心梗風險增68%,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://www.businesswire.com/news/home/20250821199687/zh-HK,歐盟委員會核准BeOne Medicines的BRUKINSA?片劑配方用於所有已獲准適應症,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://video.udn.com/news/1311185,跑步頭暈摔倒...16歲學生沒規律服藥引發嚴重糖尿病併發症| 生活,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://ufood.com.hk/restaurant/news/detail/20060326/%E5%A4%AB%E5%A9%A6%E9%A3%9F%E8%B6%85%E9%AB%98%E9%89%80%E6%B0%B4%E6%9E%9C-%E8%A1%80%E9%89%80%E6%80%A5%E9%A3%86-%E9%86%AB%E7%94%9F%E6%9B%9D%E8%A1%80%E9%89%80%E5%A4%AA%E9%AB%98%E7%8C%9D%E6%AD%BB%E9%A2%A8%E9%9A%AA%E6%81%90%E5%A2%9E,夫婦食1種超高鉀水果1周內血鉀急飆至5.8！醫生曝血鉀太高猝死風險恐增3倍,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://udn.com/news/story/7327/8954334?from=udn-ch1_breaknews-1-0-news,高雄首例本土日本腦炎一度昏迷 足跡涵蓋杉林、旗山及美濃,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://udn.com/news/story/7266/8954561?from=udn-catebreaknews_ch2,跑步頭暈摔倒...16歲學生沒規律服藥引發嚴重糖尿病併發症,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://udn.com/news/story/6813/8953398,美國「最暖法官」癌逝 他指對社會有正面影響 但在台灣恐挨轟「恐龍」,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://tw.nextapple.com/life/20250821/71CAAC5D1F9063A6322E99D7175ED520/lazypack,【速讀】高二男跑步頭暈摔倒！血糖高達729 竟是2型糖尿病引發併發症,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://tw.news.yahoo.com/14%E6%AD%B2%E5%B0%B1%E5%BE%97%E7%B3%96%E5%B0%BF%E7%97%85-%E9%AB%98%E4%BA%8C%E7%94%B7%E7%AA%81%E6%98%8F%E5%80%92-%E9%86%AB%E6%8F%AD-%E8%87%B4%E5%91%BD%E4%BD%B5%E7%99%BC%E7%97%87-%E6%AD%BB%E4%BA%A1%E7%8E%87%E9%AB%98-043000120.html,14歲就得糖尿病！高二男突昏倒 醫揭「致命併發症」：死亡率高,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://tw.news.yahoo.com/%E7%BE%8E%E5%9C%8B%E6%9C%80%E6%9A%96%E6%B3%95%E5%AE%98%E9%80%9D%E4%B8%96-%E8%99%95%E7%90%8696%E6%AD%B2%E8%80%81%E4%BA%BA%E8%B6%85%E9%80%9F%E6%A1%88%E5%BF%8D%E4%B8%8D%E4%BD%8F%E8%90%BD%E6%B7%9A-%E6%9A%96%E5%BF%83%E5%88%A4%E6%B1%BA%E9%80%BC%E5%93%AD%E7%9C%BE%E4%BA%BA-073800101.html,美國最暖法官逝世／處理96歲老人超速案忍不住落淚 暖心判決逼哭眾人,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://tw.news.yahoo.com/%E4%B8%96%E7%95%8C%E4%B8%8A%E6%9C%80%E6%9A%96%E5%BF%83%E6%B3%95%E5%AE%98-%E8%83%B0%E8%85%BA%E7%99%8C%E9%80%9D-%E4%BA%AB%E5%A3%BD88%E6%AD%B2-%E6%94%BF%E5%BA%9C%E9%99%8D%E5%8D%8A%E6%97%97%E8%87%B4%E5%93%80-063800556.html,「世界上最暖心法官」胰腺癌逝！享壽88歲 政府降半旗致哀,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/reposts/article/yz32o1G,低溫來襲，慎防心血管疾病！9 招保命、3 招判別腦中風| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/reposts/article/w7Pvga,暈眩症狀長達3年 終診為新分類疾病| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/reposts/article/vXpkkWE,長期打鼾恐罹癌及猝死上呼吸道鼻腔及口腔重建解危機| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/reposts/article/RBVBaw3,李坤城癌逝2年！兒酸亡父「幹的蠢事新聞都看得到」：不給家用全靠嘴| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/reposts/article/LXYQgWr,方大同因病離世！醫師揭氣胸反覆發作會「痛不欲生」 這樣做能降低復發| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/reposts/article/3zOaoW,「中年Pi」驚爆罹患罕見疾病比電影還戲劇化| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/article/XYLyQY9?referral=emergency,史上最貴！「1罕病藥」1針破億元11月納健保給付首波13人受惠| 三立新聞網,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/article/vXGN8xE,前亞視執行董事盛品儒肝癌過世 因亞視「誤報江澤民死訊」下台 | 自由電子報,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/article/qo9wpPk,南北醫療資源不均！3歲罕病童等嘸病床離世 | TVBS,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/article/5yNZYGy,體內藏1公斤蛔蟲！印尼4歲童「鼻爬出15公分活蟲」 搶救10天亡 | TVBS,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://today.line.me/tw/v3/article/0MmQRrL,公主病危？繼承未定之際 泰王室透露帕差拉吉帝雅帕「心臟病引發昏迷」 | CTWANT,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://star.setn.com/news/1707700,等不到骨髓移植去世　3歲童離世！,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://star.setn.com/news/1707675,男星訂婚2個月「驚傳阿嬤離世」靈前下跪淚別！曬一家人最後合照,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://star.setn.com/news/1707470,泰王室罕見發聲明！公主心臟病發昏迷3年病況惡化　靠機器維持肺腎功能,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://star.ettoday.net/news/3019275,「世界上最好的法官」癌逝！享耆壽88歲　曾判失子媽免罰：不會讓妳只剩5美金,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://skypost.hk/article/3996711/%E7%89%99%E5%91%A8%E7%97%85-%E5%89%8D%E9%87%91%E7%89%8C%E5%8F%B8%E5%84%80%E8%87%AA%E7%88%86%E5%8F%97%E6%8A%91%E9%AC%B1%E5%9B%B0%E6%93%BE%E9%80%A3%E7%BA%8C7%E6%97%A5%E4%B8%8D%E6%B4%97%E6%BC%B1-%E6%82%A3%E5%9A%B4%E9%87%8D%E7%89%99%E5%91%A8%E7%97%85-%E5%B7%B2%E7%B6%93%E5%86%87%E6%99%92%E7%89%99%E9%AA%A8,牙周病︱前金牌司儀自爆受抑鬱困擾連續7日不洗漱 患嚴重牙周病：已經冇晒牙骨,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://sdxw.iqilu.com/share/YS0yMS0xNjY5OTYxNQ.html,重大?失！?深裁判?郭玉佩逝世，山??棣人，中????文悼念,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://photonmedia.net/frank-caprio-judge-cancer-death/,關注司法不公 啟發無數善舉 《Caught in Providence》法官病逝,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://ocacnews.net/article/406089,台北市立動物園棕熊小喬癌復發 人道方式安詳離世|農業,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://news.rthk.hk/rthk/ch/component/k2/1819226-20250821.htm,本港沒有錄得新增感染基孔肯雅熱個案 累計維持9宗輸入個案,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://news.pchome.com.tw/healthcare/hoomedia/20250821/index-75575648886545344012.html,影／糖尿病年輕化警訊！高二生不規律服藥引發高血糖高滲透壓狀態,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://news.pchome.com.tw/healthcare/5678news/20250821/index-75576610242680214012.html,16歲高二生突昏倒 竟是二型糖尿病患,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://news.mingpao.com/ins/%E5%9C%8B%E9%9A%9B/article/20250821/s00005/1755771683823/%E3%80%8C%E4%B8%96%E4%B8%8A%E6%9C%80%E5%96%84%E8%89%AF%E6%B3%95%E5%AE%98%E3%80%8D%E8%83%B0%E8%87%9F%E7%99%8C%E9%9B%A2%E4%B8%96-%E4%BA%AB%E5%B9%B488%E6%AD%B2,「世上最善良法官」胰臟癌離世 享年88歲 (19:11) - 20250821 - 國際,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://news.iqilu.com/shandong/yuanchuang/2025/0821/5843573.shtml,中??球?深裁判?郭玉佩逝世享年93? 曾被授予“新中?体育?拓者”?章,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://news.china.com/socialgd/10000169/20250821/48743013.html,美?网?法官卡普里?逝世 善良法官离世引?悼念,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://lifenews.com.tw/392928/,高中生跑步時突然頭暈摔倒 部彰醫師找出糖尿病HHS為元兇,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://kan.china.com/article/5729894.html,一代情歌天后逝世，千百惠曾???身份??喊祖?万?！,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://innews.com.tw/249075/,美國最暖法官抗癌離世享壽88歲！曾「免罰96歲超速老翁」爆紅,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://hk.news.yahoo.com/%E7%BE%8E%E5%9C%8B%E3%80%8C%E5%96%84%E8%89%AF%E6%B3%95%E5%AE%98%E3%80%8D%E5%8D%A1%E6%AF%94%E5%A5%A7%E8%83%B0%E8%87%9F%E7%99%8C%E9%80%9D%E4%B8%96%E7%B5%82%E5%B9%B4-88-%E6%AD%B2-%E6%AD%B7%E5%B9%B4%E5%AF%8C%E5%90%8C%E6%83%85%E5%BF%83%E5%88%A4%E6%B1%BA%E6%84%9F%E5%8B%95%E7%84%A1%E6%95%B8%E7%B6%B2%E6%B0%91%EF%BD%9Cyahoo-072643112.html,美國「善良法官」卡比奧胰臟癌逝世終年 88 歲 歷年富同情心判決感動無數網民｜Yahoo,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://health.setn.com/news/1707406,14歲就得糖尿病！高二男突昏倒 醫揭「致命併發症」：死亡率高,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://health.ltn.com.tw/article/paper/1721154,確診糖尿病2年 高中生未規律服藥險喪命,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://health.ltn.com.tw/article/breakingnews/5151657,糖尿病年輕化！高二生跑步突暈倒、脫水 醫揭「致命警訊」,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://health.ltn.com.tw/article/breakingnews/5151584,健康網》美網紅法官卡普里奧胰臟癌逝 醫警背痛、黃疸是警訊,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://health.ettoday.net/news/3019517,台灣研發「1劑近億元」罕病新藥12月納健保　一年13人受益,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://health.ettoday.net/news/3019318,常見5大傳染病傷心腦血管　研究曝皮蛇上身「中風風險高31%」,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://ctinews.com/news/items/q6xV7zNzn7,孩子是寶？台灣幼兒死亡率高日韓1倍 3歲童等不到病床離世,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://ctinews.com/news/items/gGaMd8ezWK,千百惠猝逝！疑帶狀?疹重創健康 醫：中風機率增3成,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://cj.sina.cn/articles/view/5044281310/12ca99fde02002ewe0?froms=ggmp,著名村落文化研究?者、中南大?教授胡彬彬逝世，享年66?,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://cj.sina.cn/articles/view/1841812881/6dc7d59102001j87q?froms=ggmp,美?网?法官老??卡普里?患胰腺癌逝世，享年88?,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://citytimes.tw/%E5%A8%9B%E6%A8%82/%E5%A5%A7%E6%96%AF%E6%B1%80%C2%B7%E5%B7%B4%E7%89%B9%E5%8B%92%EF%BC%88austin-butler%EF%BC%89%E5%9C%A8%E5%81%A5%E5%BA%B7%E5%8D%B1%E6%A9%9F%E6%9C%9F%E9%96%93%E6%9A%AB%E6%99%82%E5%A4%B1%E6%98%8E/72272/,奧斯汀·巴特勒（Austin Butler）在健康危機期間暫時失明,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://chinanewscenter.com/archives/49323,?近平身患消化系?癌症，胡春??行??；???人陪同?近平已??于?禁??,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,https://cbgc.scol.com.cn/news/6657196,重大?失！郭玉佩逝世，山??棣人，中????文悼念,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,http://www.msn.com/zh-tw/health/other/%E6%B3%B0%E7%8E%8B%E5%AE%A4%E7%BD%95%E8%A6%8B%E7%99%BC%E5%B8%83%E8%81%B2%E6%98%8E-%E5%85%AC%E4%B8%BB%E6%98%8F%E8%BF%B7%E8%BF%913%E5%B9%B4%E7%97%85%E6%B3%81%E6%83%A1%E5%8C%96-%E9%9D%A0%E8%A8%AD%E5%82%99%E7%B6%AD%E6%8C%81%E8%85%8E%E9%81%8B%E4%BD%9C/ar-AA1KUAIy?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,泰王室罕見發布聲明！公主昏迷近3 年病況惡化靠設備維持腎運作,,,,,,,,,,,,,,
??醫藥病疫,6/10/2025,http://big5.news.cn/gate/big5/www.news.cn/20250821/90a1ed6481364fbaac13552c1bbbe77a/c.html,歐洲今年蚊媒疾病傳播事件創紀錄-新華網,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://hk.on.cc/hk/bkn/cnt/news/20250823/bkn-20250823033007756-0823_00822_001.html,東方日報A1：最長工時未開綠燈　過勞死年殺130人,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/tw/v3/reposts/article/MLw5wkj,鄭佩佩罕病離世1個多月 獲金馬獎「終身成就獎」,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/tw/v3/reposts/article/nXODRW1,福永生技公告本公司獨立董事逝世| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://ent.china.com/movie/newszh/11005281/20250823/48750021.html,歌手千百惠逝世 今?行告??式 音?人生落幕,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://mini.caixin.com/2025-08-23/102354627.html?originReferrer=caixinsearch_pc,撤?名?“冷漠”的??，“最?柔的法官”卡普里?逝世，88?｜??,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/tw/v3/reposts/article/GgGx7nZ,嘉義市長候選人猝逝中選會：會會重行選舉，正在討論時間| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://tw.news.yahoo.com/%E8%B3%87%E6%B7%B1%E6%AD%8C%E6%89%8B%E6%9F%93%E7%97%85%E5%8D%8A%E5%B9%B4%E5%BE%8C%E9%A9%9F%E9%80%9D-%E8%A6%AA%E5%A6%B9%E5%A6%B9%E6%82%B2%E6%85%9F-%E4%B8%8B%E8%BC%A9%E5%AD%90%E9%82%84%E5%81%9A%E5%A7%8A%E5%A6%B9-143254161.html,資深歌手染病半年後驟逝！親妹妹悲慟：下輩子還做姊妹,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/hk/v3/reposts/article/PKXYP7,資深粵劇大佬倌尤聲普離世| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://hznews.hangzhou.com.cn/wenti/content/2025-08/23/content_9066782.htm,越?表演??家金?花在杭州逝世 享年99?,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://www.singtao.ca/7248430/2025-08-22/news-%E7%99%BC%E6%98%8E%E9%BA%BB%E9%9B%80%E5%8F%AF%E6%B2%BB%E7%99%A1%E5%91%86%E7%97%87+%E8%80%81%E5%B9%B4%E7%B2%BE%E7%A5%9E%E7%A7%91%E5%B0%88%E5%AE%B6%E4%BD%99%E6%9E%9D%E5%8B%9D%E9%9B%A2%E4%B8%96+%E6%BD%98%E4%BD%A9%E7%92%86%E7%A8%B1%E3%80%8C%E6%88%91%E8%BC%A9%E5%85%B8%E7%AF%84%E3%80%8D/,發明麻雀可治癡呆症 老年精神科專家余枝勝離世 潘佩璆稱「我輩典範」,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://www.storm.mg/article/11062195,曾判喪子媽、96歲翁免罰！「全球最暖心法官」胰腺癌逝享耆壽88歲…最後身影惹淚| 即時,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://www.worldjournal.com/wj/story/121233/8957666,陸女歌手驟逝享年48歲 妹妹悲證死訊：下輩子還做姊妹,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,http://www.msn.com/zh-tw/news/national/%E9%99%B3%E6%B0%B4%E6%89%81%E9%87%8D%E8%87%A3-%E5%8F%B0%E5%A4%A7%E7%AC%AC%E4%B8%80%E4%BD%8D%E6%94%BF%E6%B2%BB%E5%AD%B8%E5%8D%9A%E5%A3%AB%E6%9E%97%E5%98%89%E8%AA%A0%E8%BE%AD%E4%B8%96-%E6%AC%8A%E5%A8%81%E6%94%BF%E6%B2%BB%E5%AD%B8%E5%AE%B6%E7%8E%8B%E6%A5%AD%E7%AB%8B%E5%93%80%E6%82%BC/ar-AA1KJx4B?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,陳水扁重臣、 台大第一位政治學博士林嘉誠辭世權威政治學家王業立哀悼,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://www.mytvsuper.com/tc/scoopplus/entertainment/e-news/15792284970062/%E5%A8%9B%E6%A8%82-%E7%9B%9B%E5%93%81%E5%84%92%E9%9B%A2%E4%B8%96%E4%B8%A8%E7%9B%9B%E5%AE%B6%E5%85%AC%E5%91%8A%E5%96%AA%E7%A6%AE%E5%AE%89%E6%8E%92-%E9%81%BA%E5%AD%80%E8%94%A1%E4%B8%80%E9%B3%B3%E5%8F%A9%E8%AC%9D%E5%90%84%E7%95%8C%E6%85%B0%E5%95%8F,盛品儒離世?盛家公告喪禮安排遺孀蔡一鳳叩謝各界慰問- 東張+,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/hk/v3/posts/list/article/GgO2a65,討論牆 | 通利琴行創辦人李子文離世 低調舉行告別奠禮,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://tw.news.yahoo.com/%E7%9C%9F%E5%AF%A6%E6%AD%BB%E5%9B%A0%E7%B6%93%E7%B4%80%E4%BA%BA%E5%85%A8%E8%AA%AA%E4%BA%86-%E5%8D%83%E7%99%BE%E6%83%A0%E7%96%91%E6%91%94%E8%B7%A4%E9%A9%9F%E9%80%9D-072032889.html,真實死因經紀人全說了 千百惠疑摔跤驟逝,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://www.orientaldaily.com.my/news/buzz/2025/08/22/756255,?喝煲?竟?命！ 47?女子?出血猝逝| 世界万象| 東方網馬來西亞東方日報,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/tw/v3/article/Ggz0xWY,原民歌手千百惠疑似摔跤驟逝 經紀人曝光「真實離世內幕」：年紀大了 | 自由電子報,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://news.pts.org.tw/video/12797,英「肯德基小姐」病逝 任職47年全球服務最久｜20250822 公視晚間新聞,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://udn.com/news/story/7327/8958053,复旦大?法?院教授王?因病?治?效逝世，年?55?,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/tw/v3/article/MLjJZxM,前亞視執董盛品儒喪禮月尾舉行 家人發訃告公布詳情 | 明報,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/hk/v3/reposts/article/35zJoy,金鐘男星爸「家中安詳離世」享壽96歲 喪父一週「忍痛上工」 無人發現,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,http://www.msn.com/zh-tw/entertainment/news/%E9%87%91%E9%90%98%E7%94%B7%E6%98%9F%E7%88%B8-%E5%AE%B6%E4%B8%AD%E5%AE%89%E8%A9%B3%E9%9B%A2%E4%B8%96-%E4%BA%AB%E5%A3%BD96%E6%AD%B2-%E5%96%AA%E7%88%B6%E4%B8%80%E9%80%B1-%E5%BF%8D%E7%97%9B%E4%B8%8A%E5%B7%A5-%E7%84%A1%E4%BA%BA%E7%99%BC%E7%8F%BE/ar-AA1K9tcy?cvid=C5D82B0F140C4ABCA19CF4D0ED771FDA&ocid=onepro&apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,金鐘主持猝逝享壽68歲「5天前才剛喪母」 名醫弟一週內「痛失2至親」,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://reader.turnnewsapp.com/ct/20250822/b05aa5/q1rfmjaynta4mjjfqtvfnq2/share,法網紅受虐博流量 直播中途猝死,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/hk/v3/reposts/article/WBj2Pkv,?志祥同志逝世，中央有???同志以不同方式表示哀悼,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://finance.sina.cn/2025-08-23/detail-infmxtpf4319004.d.html?vt=4&pos=108,?志祥同志逝世,,,,,,,,,,,,,,
??醫藥病疫,22/8/2025,https://hk.on.cc/hk/bkn/cnt/commentary/20250822/bkn-20250822000440500-0822_00832_001.html,老年精神科權威余枝勝離世 曾證麻雀可改善癡呆症 自揭患抑鬱毋懼忌諱,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://www.singtao.ca/7248430/2025-08-22/news-%E8%80%81%E5%B9%B4%E7%B2%BE%E7%A5%9E%E7%A7%91%E6%AC%8A%E5%A8%81%E4%BD%99%E6%9E%9D%E5%8B%9D%E9%9B%A2%E4%B8%96+%E6%9B%BE%E8%AD%89%E9%BA%BB%E9%9B%80%E5%8F%AF%E6%94%B9%E5%96%84%E7%99%A1%E5%91%86%E7%97%87+%E8%87%AA%E6%8F%AD%E6%82%A3%E6%8A%91%E9%AC%B1%E6%AF%8B%E6%87%BC%E5%BF%8C%E8%AB%B1/,老年精神科翹楚余枝勝離世 曾證麻雀可治癡呆症 創香港認知障礙症協會 (23:01) - 20250822 - 港聞,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/tw/v3/article/vXGlpYj,早餐?吃“2食物” 女子跳?????出血猝死！,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://citytimes.tw/%E9%81%8B%E5%8B%95%E7%9A%84/%E5%AE%89%E8%BF%AA%C2%B7%E9%87%8C%E5%BE%B7%EF%BC%88andy-reed%EF%BC%89%E7%9A%84%E6%89%8B%E6%98%AF%E6%8A%91%E9%AC%B1%E7%97%87%E7%9A%84%E7%90%86%E7%94%B1/74878/,???同志逝世_?物_加工_??,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://www.singtaousa.com/2025-08-22/%E5%9C%A8%E6%8A%BC%E7%94%B7%E5%AD%90%E7%8D%84%E4%B8%AD%E4%BA%A1-%E5%85%AB%E4%BA%BA%E7%8D%B2%E6%92%A4%E9%8A%B7%E6%8E%A7%E7%BD%AA/5311002,因訴江法輪功學員崔廣福被迫害致腦梗離世,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://www.rfi.fr/tw/%E4%B8%AD%E5%9C%8B/20250822-%E6%AD%A3%E5%9C%A8%E6%96%BD%E5%B7%A5%E7%9A%84%E5%B7%9D%E9%9D%92%E9%90%B5%E8%B7%AF%E5%A4%A7%E6%A9%8B%E6%96%B7%E8%A3%82-7%E6%AD%BB-9%E4%BA%BA%E5%A4%B1%E8%81%AF,本土劇女星15歲兒驚傳逝世！罹罕病被判活不過3歲,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,http://www.msn.com/zh-tw/entertainment/news/%E6%9C%AC%E5%9C%9F%E5%A5%B3%E6%98%9F-%E4%BA%A4%E5%88%B0%E5%A3%9E%E9%96%A8%E5%AF%86-%E5%AE%B3%E6%85%98%E5%85%A8%E5%AE%B6-%E7%88%B6%E8%BB%8A%E7%A6%8D%E6%98%8F%E8%BF%B7-%E6%AF%8D%E6%8D%90%E7%9C%BC%E8%A7%92%E8%86%9C/ar-AA1HboeH?apiversion=v2&noservercache=1&domshim=1&renderwebcomponents=1&wcseo=1&batchservertelemetry=1&noservertelemetry=1,本土+80835、增127死今年累計死亡個案破千例| 討論牆,,,,,,,,,,,,,,
??醫藥病疫,23/8/2025,https://today.line.me/tw/v3/reposts/article/l2qe7wX,未按時服藥又愛喝煲湯！47歲高血壓女子腦出血不治,,,,,,,,,,,,,,
